company,level,location,rating,salary_from,salary_to,salary_unit,skill,state,title
The University of Pittsburgh,mid,"Pittsburgh, PA",4.2,26.0,26.0,hour,sql,Pennsylvania,Moodle Administrator/Developer
Defined Clarity,mid,"Kng of Prussa, PA 19406",,90000.0,90000.0,year,sql,Pennsylvania,Sr. Database Developer / Business Intelligence Analyst
UPMC,mid,"Pittsburgh, PA 15213 ",3.7,29.22,49.32,hour,sql,Pennsylvania,Clinical Outcomes Analyst (Statistics)
WeBuyAnyCar USA,mid,"Media, PA",2.9,80000.0,100000.0,year,sql,Pennsylvania,Test Automation Engineer
"PMHCC, Inc.",mid,"Philadelphia, PA",3.6,110931.0,142940.0,year,sql,Pennsylvania,Electronic Health Record System Integration Specialist
Rycon Construction,mid,"Pittsburgh, PA 15222 ",3.8,50000.0,60000.0,year,sql,Pennsylvania,IT Business Analyst
Peirce-Phelps,mid,"Blue Bell, PA 19422",3.3,45000.0,60000.0,year,sql,Pennsylvania,E-COMMERCE DATA ANALYST ~ ENTRY LEVEL
ImageFIRST Healthcare Laundry Specialists,mid,"King of Prussia, PA 19406",3.4,70000.0,80000.0,year,sql,Pennsylvania,IT Business Analyst
Nfinity LLC,mid,"Philadelphia, PA",4.2,120000.0,120000.0,year,sql,Pennsylvania,Software Developer
Ace-stack LLC,mid,"Coraopolis, PA",,140000.0,140000.0,year,sql,Pennsylvania,Splunk Developer (with Java)
Tripod Technologies,mid,"Pittsburgh, PA",,20.0,40.0,hour,sql,Pennsylvania,QA Analyst
"Deacom, Inc.",mid,"King of Prussia, PA",3.5,65000.0,95000.0,year,sql,Pennsylvania,Software Developer
TSG,mid,"Scranton, PA",,90000.0,92000.0,year,sql,Pennsylvania,SharePoint Designer
Intellicomm Inc,mid,"Wayne, PA 19067",,115000.0,125000.0,year,sql,Pennsylvania,Director - Software Dev
Defined Clarity,mid,"Philadelphia, PA 19123 ",,65.0,75.0,hour,sql,Pennsylvania,Data Analyst / Data Scientist
Computer Enterprises Incorporated,mid,"Allentown, PA",,50000.0,80000.0,year,sql,Pennsylvania,IT QA Analyst
ThinkIT Networks Inc.,mid,"Bridgeville, PA",,88000.0,88000.0,year,sql,Pennsylvania,Computer Systems Analyst
CALL Globe,mid,"New Kensington, PA",,70000.0,75000.0,year,sql,Pennsylvania,Application Developer II
UPMC,mid,"Pittsburgh, PA 15222 ",3.7,30.01,45.61,hour,sql,Pennsylvania,Systems Analyst - Inter
Relevante Search Consultants,mid,"Newtown Square, PA 19073",,73000.0,75000.0,year,sql,Pennsylvania,Physician Network Analyst
Piper Companies,mid,"King of Prussia, PA 19406",4.2,110000.0,120000.0,year,sql,Pennsylvania,Application Developer
on3,mid,"Harrisburg, PA",,80000.0,90000.0,year,sql,Pennsylvania,Medical Economics Analyst
Intellidyne Business Systems,mid,"Collegeville, PA 19426",,70000.0,80000.0,year,sql,Pennsylvania,BI/ Report Developer
"Data Warehouse Consultants, LLC",mid,"Pittsburgh, PA 15222 ",,60000.0,110000.0,year,sql,Pennsylvania,Senior Consultant
Community College of Allegheny County,mid,"Pittsburgh, PA 15233",4.1,51664.0,51664.0,year,sql,Pennsylvania,Data Analyst (Reg FT)
For Our Future,mid,"Philadelphia, PA 19102 ",4.5,60000.0,65000.0,year,sql,Pennsylvania,Pennsylvania Data Director
Reading Area Community College,mid,"Reading, PA 19602",4.0,48900.0,48900.0,year,sql,Pennsylvania,College Research Coordinator
Defined Clarity,mid,"Kng of Prussa, PA 19406",,90000.0,100000.0,year,sql,Pennsylvania,Data Modeler / Database Developer
UPMC,mid,"Pittsburgh, PA 15219 ",3.7,23.28,40.28,hour,sql,Pennsylvania,Business Intelligence Developer II
Pennsylvania State Employees Credit Union,mid,"Harrisburg, PA 17110",4.1,65792.0,105267.0,year,sql,Pennsylvania,Database Administrator II
Voice Systems Engineering,mid,"Langhorne, PA 19047",,83000.0,87000.0,year,sql,Pennsylvania,Junior Software Developer
"OneSource IT, Inc.",mid,"Chesterbrook, PA 19087",,110000.0,120000.0,year,sql,Pennsylvania,Data Visualization Developer
on3,mid,"Harrisburg, PA",,70000.0,70000.0,year,sql,Pennsylvania,Reporting Analyst
PSECU,mid,"Harrisburg, PA 17110",4.0,65792.0,105267.0,year,sql,Pennsylvania,Database Administrator
Piper Companies,mid,"Oaks, PA 19456",4.2,52.0,52.0,hour,sql,Pennsylvania,Quality Assurance Engineer
on3,mid,"Harrisburg, PA",,70000.0,80000.0,year,sql,Pennsylvania,Database Analyst
Computer Enterprises Incorporated,mid,"Allentown, PA",,88000.0,95000.0,year,sql,Pennsylvania,Front End Developer
UPMC,mid,"Pittsburgh, PA 15219 ",3.7,29.22,49.32,hour,sql,Pennsylvania,Analytics Data Integration Developer
Curio Holding Company,mid,"Philadelphia, PA 19127",,150000.0,175000.0,year,sql,Pennsylvania,VP of Technology / Engineering
Lenmar Consulting Inc.,mid,"Exton, PA",3.5,45.0,45.0,hour,sql,Pennsylvania,"Jr SAP MM, PP ($45/hr W2 -USC and GC only)"
UPMC,mid,"Pittsburgh, PA 15213 ",3.7,41.14,66.9,hour,sql,Pennsylvania,"Manager,Information Technology"
Piper Companies,mid,"Chesterbrook, PA 19087",4.2,55.0,65.0,hour,sql,Pennsylvania,Business Analyst
City of Philadelphia,mid,"Philadelphia, PA 19107 ",4.0,80000.0,95000.0,year,sql,Pennsylvania,SQL Server Database Administrator
Relevante Search Consultants,mid,"Philadelphia, PA 19113",,73000.0,75000.0,year,sql,Pennsylvania,"Analyst with SAS, SQL experience"
Piper Companies,mid,"Chesterbrook, PA 19087",4.2,55.0,65.0,hour,sql,Pennsylvania,Technical Business Analyst
UPMC,mid,"Pittsburgh, PA 15213 ",3.7,37.47,60.83,hour,sql,Pennsylvania,Database Administrator - Senior (SQL)
Relevante Search Consultants,mid,"Philadelphia, PA 19113",,73000.0,75000.0,year,sql,Pennsylvania,Business Analyst
Relevante Search Consultants,mid,"Philadelphia, PA 19113",,73000.0,75000.0,year,sql,Pennsylvania,Healthcare Analyst
1978,mid,"Philadelphia, PA 19113",,68000.0,73000.0,year,sql,Pennsylvania,Provider Performance Analyst
Downingtown Area School District,mid,"Downingtown, PA 19335",4.1,97000.0,120000.0,year,sql,Pennsylvania,Applications & Client Services Administrator
Relevante Search Consultants,mid,"Philadelphia, PA 19113",,73000.0,75000.0,year,sql,Pennsylvania,Insurance Analyst
Rapid Value Solution's Client,mid,"Yardley, PA",,90000.0,100000.0,year,sql,Pennsylvania,MuleSoft Developer
Vsoft Consulting,mid,"Philadelphia, PA",,42.0,47.0,hour,sql,Pennsylvania,Data Analyst
Piper Companies,mid,"Philadelphia, PA 19103",4.2,60.0,60.0,hour,sql,Pennsylvania,Front End UI Developer
on3,mid,"Harrisburg, PA",,80000.0,90000.0,year,sql,Pennsylvania,Medical Data Analyst
Nerdio,mid,"Skokie, IL 60077",,50000.0,55000.0,year,sql,Illinois,Cloud Network Support Help Desk - Level 2
VetSourceUSA,mid,"Chicago, IL",,74.0,75.0,hour,sql,Illinois,Software Engineer (Masters in Math)
Laborers' Annuity and Benefit Fund of Chicago (LAB...,mid,"Chicago, IL 60654 ",,50000.0,75000.0,year,sql,Illinois,Benefits Data Analyst & Developer
NPO USA,mid,"Burr Ridge, IL",,70000.0,110000.0,year,sql,Illinois,Azure Cloud Architect
Huxley,mid,"Chicago, IL 60606 ",,80000.0,100000.0,year,sql,Illinois,C# Web Applications Developer- Trading Software
State of Illinois,mid,"Sangamon County, IL",3.8,57998.0,57998.0,year,sql,Illinois,Software Engineer
SILVERLINK TECHNOLOGIES LLC,mid,"Chicago, IL",,50.0,60.0,hour,sql,Illinois,ETL Big Data Tester
Synchrony,mid,"Chicago, IL",3.9,70000.0,150000.0,year,sql,Illinois,"AVP, Data Product Manager"
Trilogy Education Services,mid,"Chicago, IL",4.1,40.0,45.0,hour,sql,Illinois,Data Analytics Instructor
SILVERLINK TECHNOLOGIES LLC,mid,"Chicago, IL",,50.0,55.0,hour,sql,Illinois,ETL Data Warehouse Tester
Tecknowledgie,mid,"Chicago, IL",,53.0,53.0,hour,sql,Illinois,QA Automation Engineer
Meridian Technologies,mid,"Chicago, IL",,43.0,46.0,hour,sql,Illinois,Systems Analyst/Developer
AG Foundry,mid,"Chicago, IL",,80000.0,95000.0,year,sql,Illinois,Sr Healthcare Data Analyst
"Alpha Kappa Alpha Sorority, Incorporated",mid,"Chicago, IL",5.0,24.23,30.29,hour,sql,Illinois,End User Support Specialist
"HAAS, Inc.",mid,"Chicago, IL",,45000.0,45000.0,year,sql,Illinois,Software QA Engineer
Huxley,mid,"Chicago, IL 60606 ",,100000.0,200000.0,year,sql,Illinois,C# Software Developer - Trading
Huxley,mid,"Chicago, IL 60606 ",,100000.0,200000.0,year,sql,Illinois,Trading Software Developer - C#
AJ Technology Company,mid,"Homer Glen, IL 60491",,60000.0,60000.0,year,sql,Illinois,Application Developer
Community Service Partners,mid,"Mokena, IL 60448",,60000.0,80000.0,year,sql,Illinois,ASP.NET/C# Developer
Chicago Public Schools,mid,"Chicago, IL",3.8,90000.0,110000.0,year,sql,Illinois,Enterprise Private Cloud Engineer
"Idealease, Inc",mid,"North Barrington, IL 60010",3.2,50000.0,55000.0,year,sql,Illinois,Software Implementation Manager
Youth Guidance,mid,"Chicago, IL 60603 ",,40000.0,45000.0,year,sql,Illinois,Data Analyst
InspiHER Tech,mid,"Chicago, IL",,90000.0,95000.0,year,sql,Illinois,"PATIENT ACCOUNTING APPLICATIONS ANALYST, # 10541"
Advantech,mid,"Tinley Park, IL 60477",3.5,85000.0,85000.0,year,sql,Illinois,ERP/CRM Supervisor
Fellowes Brands,mid,"Itasca, IL 60143",3.5,85000.0,90000.0,year,sql,Illinois,Systems Engineer (Citrix)
St. Lawrence College,mid,"Campus, IL",4.4,36.78,42.64,hour,sql,Illinois,PeopleSoft Developer (1-Year Term)
Essani International LLC,mid,"Chicago, IL",,50.0,60.0,hour,sql,Illinois,Informatica Developer- ETL
National Association of the Remodeling Industry (N...,mid,"Des Plaines, IL 60016",,65000.0,70000.0,year,sql,Illinois,Web Services & AMS Manager
The Carle Foundation,mid,"Urbana, IL 61801",4.0,26.41,26.41,hour,sql,Illinois,Quality Services Data Analyst
Waubonsee Community College,mid,"Sugar Grove, IL",4.5,61290.0,61290.0,year,sql,Illinois,Database Analyst
Expedite Technologies Solutions,mid,"Chicago, IL",,55.0,60.0,hour,sql,Illinois,Hadoop Developer
ISBE,mid,"Springfield, IL",2.8,3946.0,3946.0,month,sql,Illinois,INFORMATION SYSTEMS BUSINESS INTELLIGENCE DEVELOPER
Triton College,mid,"River Grove, IL 60171",4.1,65597.0,65597.0,year,sql,Illinois,Senior Database Administrator
"ERP Analysts, Inc",mid,"Northbrook, IL",3.9,65.0,75.0,hour,sql,Illinois,Hadoop Developer
The Carle Foundation,mid,"Champaign, IL 61821",4.0,29.85,29.85,hour,sql,Illinois,Data Warehouse Developer
Request Technology,mid,"Lake Forest, IL",,115.0,115.0,hour,sql,Illinois,Identity and Access Management Consultant (CyberArk)
BTMG USA,mid,"Chicago, IL",,55.0,58.0,hour,sql,Illinois,ETL/SSIS Developer
GK Development- Property Management,mid,"Barrington, IL 60010",,90000.0,90000.0,year,sql,Illinois,Real Estate Financial Analyst
360 Campaign Consulting,mid,"Chicago, IL",4.0,70000.0,100000.0,year,sql,Illinois,Data Director
State of Illinois,mid,"Sangamon County, IL",3.8,6250.0,8333.0,month,sql,Illinois,Senior Public Service Administrator - Opt 3
Sky RPO,mid,"Chicago, IL",,85000.0,120000.0,year,sql,Illinois,Sr. BI Consultant
Community Unit School District 300,mid,Illinois,3.3,46324.0,46324.0,year,sql,Illinois,Human Resources Information Systems Coordinator
Tock,mid,"Chicago, IL",,260000.0,260000.0,year,sql,Illinois,Implementation Engineer
PRISM IT CORP,mid,"Chicago, IL",,130000.0,130000.0,year,sql,Illinois,Cognos /BI Reporting Developer
Joliet Junior College,mid,"Joliet, IL 60431",4.1,54471.0,54471.0,year,sql,Illinois,Network Systems Technician
State of Illinois,mid,"Sangamon County, IL",3.8,62052.0,62052.0,year,sql,Illinois,Information Systems Analyst I - Opt A
Nerdio,mid,"Skokie, IL 60077",,80000.0,100000.0,year,sql,Illinois,Partner Experience Engineer
State of Illinois,mid,"Sangamon County, IL",3.8,80367.0,80367.0,year,sql,Illinois,Database Administrator
The Carle Foundation,mid,"Urbana, IL 61801",4.0,30.02,30.02,hour,sql,Illinois,Lab LIS Technical Specialist
InspiHER Tech,mid,"Orland Park, IL",,85000.0,115000.0,year,sql,Illinois,"SQL DATABASE MANAGER/ADMINISTRATOR, #10542"
Kattech Systems,mid,"Rosemont, IL",,45.0,55.0,hour,sql,Illinois,SQL Developer
Amphenol Fiber Optic Products,mid,"Lisle, IL 60532",,90000.0,100000.0,year,sql,Illinois,IT Manager with ERP and SQL Experience
Advantech,mid,"Chicago, IL 60638 ",3.5,100000.0,100000.0,year,sql,Illinois,SQL Developer / DBA
State of Illinois,mid,"Cook County, IL",3.8,4295.0,12128.0,month,sql,Illinois,PSC - Senior Public Service Administrator
InspiHER Tech,mid,"Chicago, IL",,110000.0,120000.0,year,sql,Illinois,"ORACLE PL/SQL DEVELOPER, # 10545"
jimshem,mid,"Schaumburg, IL",,100000.0,115000.0,year,sql,Illinois,SQL Server Database Administrator (Lead)
Joliet Junior College,mid,"Joliet, IL 60431",4.1,48766.0,48766.0,year,sql,Illinois,Web Developer
Softweb Solutions,mid,"Elgin, IL 60124",,90000.0,90000.0,year,sql,Illinois,Computer Systems Analysts
Youth Guidance,mid,"Chicago, IL 60603 ",,65000.0,70000.0,year,sql,Illinois,Quality Improvement Manager
Indeed,mid,"New York, NY",4.4,90000.0,140000.0,year,sql,New York,Sales Strategy Lead - US Enterprise
Oneida Technical Solutions,mid,"Verona, NY 13478",,50000.0,70000.0,year,sql,New York,Jr. Systems Engineer
New York City DEPARTMENT OF CITY PLANNING,mid,"Staten Island, NY",4.0,44104.0,62000.0,year,sql,New York,IT Quality Assurance Analyst
New York City TAXI & LIMOUSINE COMMISSION,mid,"New York, NY 10004 ",2.8,62000.0,66960.0,year,sql,New York,Programs Data Manager
TekBuzz,mid,"New Hyde Park, NY",,60000.0,75000.0,year,sql,New York,TeamSite Developer Intermediate
Infocepts,mid,"New York, NY",3.7,100000.0,120000.0,year,sql,New York,Cloud Engineer
The New York City Campaign Finance Board (CFB),mid,"New York, NY 10007 ",,100000.0,105000.0,year,sql,New York,Lead Quality Assurance Engineer
GNRS,mid,"New York, NY",,90000.0,100000.0,year,sql,New York,IT Security Analyst
New York City DEPT OF CITYWIDE ADMIN SVCS,mid,"New York, NY",4.3,64657.0,74356.0,year,sql,New York,Application Developer
New York City NYC EMPLOYEES RETIREMENT SYS,mid,"Brooklyn, NY 11201",,85823.0,121363.0,year,sql,New York,CERTIFIED IT DEVELOPER (APPLICATIONS)
WIKILANE INC.,mid,"New York, NY 10261",,80000.0,120000.0,year,sql,New York,Android and/or iOS App Developer
New York City FINANCIAL INFO SVCS AGENCY,mid,"Manhattan, NY",,75000.0,115000.0,year,sql,New York,HR PAYROLL ANALYST
Division of Information Technology - NYC Departmen...,mid,"Long Island City, NY 11101",,76100.0,76100.0,year,sql,New York,IT Project Manager
NYC Administration for Children's Services,mid,"New York, NY 10038 ",3.5,80000.0,86000.0,year,sql,New York,Deputy Director of Child Welfare Reporting
New York City DEPARTMENT OF BUSINESS SERV.,mid,"Manhattan, NY",3.9,63031.0,100000.0,year,sql,New York,"DIRECTOR, DATABASE MANAGEMENT"
Staff Networks LLC,mid,"New York, NY",,100000.0,140000.0,year,sql,New York,Manager Drug Safety - (Argus Safety System)
Defined Clarity,mid,"New York, NY",,90000.0,100000.0,year,sql,New York,Data Modeler / Database Developer
Third Republic,mid,"New York, NY 10001 ",,125000.0,150000.0,year,sql,New York,Salesforce Business Analyst
New York City NYC EMPLOYEES RETIREMENT SYS,mid,"Brooklyn, NY 11201",,79564.0,99161.0,year,sql,New York,COMPUTER SPECIALIST (SOFTWARE)
New York City FIRE DEPARTMENT,mid,"Brooklyn, NY",4.1,130000.0,130000.0,year,sql,New York,Lead Application Developer
Vera Institute of Justice,mid,"New York, NY 10279 ",3.3,50000.0,55000.0,year,sql,New York,"Data Analyst, CIJ"
"Bridging Access to Care, Inc",mid,"Brooklyn, NY",2.5,60000.0,65000.0,year,sql,New York,Health Quality Assuance-Data Analyst
CASES,mid,"New York, NY 10027 ",3.7,40000.0,40000.0,year,sql,New York,"Data Analyst, Behavioral Health Services"
New York City OFFICE OF THE COMPTROLLER,mid,"Manhattan, NY",4.0,65000.0,80000.0,year,sql,New York,IT and Security Auditor (3 positions)
NYC Campaign Finance,mid,"New York, NY 10007 ",,85000.0,90000.0,year,sql,New York,Quality Assurance Engineer
Division of Information Technology - NYC Departmen...,mid,"Long Island City, NY 11101",,91499.0,103000.0,year,sql,New York,.NET Web Developer with SQL experience
The New York City Campaign Finance Board (CFB),mid,"New York, NY 10007 ",,120000.0,120000.0,year,sql,New York,Lead Developer
"Research Foundation for Mental Hygiene, Inc.",mid,"Long Island City, NY 11101",,95073.0,117911.0,year,sql,New York,"Director of Research and Evaluation, I/DD"
New York City Department of Education .,mid,"New York, NY",4.0,77407.0,77407.0,year,sql,New York,"Data Scientist, RPSG"
New York City DEPT OF ENVIRONMENT PROTECTION,mid,"Manhattan, NY 10038 ",3.9,85000.0,95000.0,year,sql,New York,Information Technology Manager
New York City DEPARTMENT OF CITY PLANNING,mid,"Manhattan, NY",4.0,90000.0,120000.0,year,sql,New York,CRM Developer
New York City MAYORS OFFICE OF CONTRACT SVCS,mid,"Manhattan, NY 10007 ",,100000.0,120000.0,year,sql,New York,"ETL Developer, Enterprise Data Services"
Source Enterprises,mid,"New York, NY",,100000.0,100000.0,year,sql,New York,Cloud Engineer
The PHOENIX Health Search Group,mid,"New York, NY",,85000.0,120000.0,year,sql,New York,"Manager, Client Analytics"
Aaratechinc,mid,"Manhattan, NY",,55000.0,70000.0,year,sql,New York,Business Analyst
Staff Networks LLC,mid,"New York, NY",,110000.0,140000.0,year,sql,New York,Argus Safety System - Manager
New York City TAXI & LIMOUSINE COMMISSION,mid,"New York, NY 10004 ",2.8,75000.0,85000.0,year,sql,New York,Quality Analyst - Digital Solutions
JobRobin,mid,"New York, NY 11211",,100000.0,140000.0,year,sql,New York,Senior Data Analyst
TheMedias,mid,"New York, NY",,40000.0,40000.0,year,sql,New York,ASP/PHP/SQL Developer & Tech Support Specialist
QED Technology Resources,mid,"Hicksville, NY",,30.0,32.0,hour,sql,New York,Quality Engineer
Indeed,mid,"New York, NY",4.4,90000.0,140000.0,year,sql,New York,Lead Sales Strategist - Growth / CS
Third Republic,mid,"New York, NY 10017 ",,105.0,105.0,hour,sql,New York,GCP Data Architect
Zar Technology,mid,"New York, NY",,90.0,95.0,hour,sql,New York,"Business Analyst, Digital Solutions (DRM)"
Liberty Mutual Insurance,mid,"New York, NY 10001 ",3.6,75600.0,118800.0,year,sql,New York,Business Analyst II /Senior Business Analyst - GRS Actuarial...
Mayor's Office of Contract Services,mid,"New York, NY",,100000.0,120000.0,year,sql,New York,ETL Developer (JO# 417288)
New York City NYC EMPLOYEES RETIREMENT SYS,mid,"Brooklyn, NY 11201",,63031.0,168433.0,year,sql,New York,COMPUTER SYSTEMS MANAGER
JobRobin,mid,"New York, NY 11206 ",,90000.0,170000.0,year,sql,New York,Data Scientist
New York City BOARD OF CORRECTION,mid,"New York, NY",,89509.0,102936.0,year,sql,New York,IT Systems Support Engineer
Marsh & McLennan Companies,mid,"New York, NY",,130000.0,140000.0,year,sql,New York,Product Manager - Data Strategy
New York City Department of Correction,mid,"Queens, NY",3.5,90000.0,105000.0,year,sql,New York,Director of Data Analytics and Research
"Insight Enterprises, Inc.",mid,"White Plains, NY",,20000.0,20000.0,month,sql,New York,Storage and Data Protection Engineer
"Colonial Consulting, LLC",mid,"New York, NY",3.3,70000.0,70000.0,year,sql,New York,Temporary Application Developer
SKIP of New York,mid,"New York, NY 10001 ",2.8,60000.0,70000.0,year,sql,New York,Junior Software Developer
360 Campaign Consulting,mid,"New York, NY",4.0,70000.0,100000.0,year,sql,New York,Data Director
Desh Technology Inc.,mid,"New York, NY",,70000.0,120000.0,year,sql,New York,Data Scientist
Third Republic,mid,"New York, NY 10010 ",,100000.0,125000.0,year,sql,New York,Salesforce Business Analyst/Admin
Desh Technology Inc.,mid,"New York, NY",,60000.0,95000.0,year,sql,New York,Java/J2EE Developer
Defined Clarity,mid,"New York, NY",,65.0,75.0,hour,sql,New York,Data Analyst / Data Scientist
SearchBI,mid,"New York, NY 10261",,180000.0,220000.0,year,sql,New York,Practice Director - Master Data Management
The New York City Campaign Finance Board (CFB),mid,"New York, NY 10007 ",,85000.0,90000.0,year,sql,New York,Quality Assurance Engineer
New York City TAXI & LIMOUSINE COMMISSION,mid,"New York, NY 10004 ",2.8,44104.0,57000.0,year,sql,New York,Data Analyst -Policy Analytics
New York City FINANCIAL INFO SVCS AGENCY,mid,"Manhattan, NY",,75000.0,105000.0,year,sql,New York,OMB BUSINESS ANALYST
SkyHighCV,mid,"New York, NY",,150000.0,150000.0,year,sql,New York,Senior Product Manager (Airline)
Triangle Workforce,mid,"New York, NY",,175000.0,250000.0,year,sql,New York,Production Support Manager - Trading Systems
New York City DEPARTMENT OF PROBATION,mid,"Manhattan, NY",4.1,75000.0,180000.0,year,sql,New York,IT Security Officer
Architectural Grille,mid,"Brooklyn, NY 11215 ",4.4,50.0,60.0,hour,sql,New York,salesforce developer consultant
Redefined Corp,mid,"New York, NY",,75000.0,130000.0,year,sql,New York,DB2 Database Administrator
New York City NYC EMPLOYEES RETIREMENT SYS,mid,"Brooklyn, NY 11201",,69618.0,96898.0,year,sql,New York,COMPUTER ASSOC (SOFTWARE)
Kaav inc.,mid,"New York, NY",,55.0,60.0,hour,sql,New York,Salesforce Admin Lead
